Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Gleyber Torres","DET",148,631,548,143,99,25,1,18,79,72,72,1,108,4,6,1,12,6,3,0.260949,0.114105,0.171157,0.666667,0.347619,0.408759,0.332113,0.756378,0.14781,3.42732,0.292056,,-1.17724,84.3209,9.76341,113.073,-1.17724,-2,8.545239329338074,0.31848907470703125,3.12889,999,,,,,,,731.2,4.94054054,731.2,4.94054054,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Masyn Winn","STL",139,597,545,136,95,27,2,12,79,61,41,0,110,5,4,2,8,12,4,0.249541,0.0686767,0.184255,0.372727,0.305882,0.372477,0.297833,0.678359,0.122936,5.15044,0.290398,,-0.168905,63.1618,-7.37836,91.7582,-0.168905,10.1,-6.000561311841011,16.68068838119507,3.12488,999,,,,,,,568.7,4.091366906,568.7,4.091366906,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Seiya Suzuki","CHC",142,601,525,136,79,27,4,26,74,86,67,2,150,3,6,0,10,7,3,0.259048,0.111481,0.249584,0.446667,0.342762,0.474286,0.350477,0.817048,0.215238,4.44523,0.309859,,-0.798998,89.2731,18.2603,127.466,-0.798998,-1.8,18.76495534181595,-8.424779653549194,3.10371,999,,,,,,,797,5.612676056,797,5.612676056,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Dillon Dingler","DET",110,432,393,96,61,20,2,13,48,61,29,1,110,8,2,0,9,1,1,0.244275,0.0671296,0.25463,0.263636,0.30787,0.40458,0.310116,0.712451,0.160305,3.10484,0.305147,,-0.84988,50.0134,-1.03073,97.9206,-0.84988,9.1,-1.9086244106292725,17.036508083343506,3.06903,999,,,,,,,446.3,4.057272727,446.3,4.057272727,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Bryce Harper","PHI",127,551,478,131,76,31,0,24,73,78,65,7,119,4,4,0,11,10,3,0.274059,0.117967,0.215971,0.546219,0.362976,0.48954,0.363539,0.852516,0.215481,3.52254,0.315634,,-0.139583,87.6895,22.5846,133.011,-0.139583,0.2,21.41809330880642,-9.922721669077873,3.0517,999,,,,,,,788.7,6.21023622,788.7,6.21023622,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Carter Jensen","KCR",138,585,521,126,82,22,5,17,68,69,57,1,159,2,4,1,7,7,1,0.241843,0.0974359,0.271795,0.358491,0.316781,0.401152,0.313252,0.717932,0.159309,5.24937,0.312321,,0.0662483,69.2156,0.0932972,97.3143,0.0662483,0.7,-1.7854882702231407,11.44735449552536,3.04857,999,,,,,,,624.2,4.523188405,624.2,4.523188405,,,,,,,,,,,,,,,,,,,"Carter Jensen","29478",695600
"Alex Freeland","LAD",134,591,514,119,73,26,1,19,77,71,65,1,159,8,3,1,8,14,4,0.231518,0.109983,0.269036,0.408805,0.325424,0.396887,0.317987,0.722311,0.16537,4.76712,0.294985,,0.204688,72.1977,2.36645,103.926,0.204688,0.5,2.9543708711862564,7.01455020904541,3.03169,999,,,,,,,646.5,4.824626865,646.5,4.824626865,,,,,,,,,,,,,,,,,,,"Alex Freeland","31665",690976
"Marcus Semien","NYM",131,581,521,127,87,21,2,17,80,69,52,1,93,4,4,0,7,9,2,0.243762,0.0895009,0.160069,0.55914,0.314974,0.389635,0.308654,0.70461,0.145873,4.90842,0.26506,,0.0435276,66.5737,-2.07594,100.324,0.0435276,7.9,0.26684337481856346,10.034773826599121,3.03169,999,,,,,,,601.8,4.593893129,601.8,4.593893129,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Nick Kurtz","ATH",136,581,508,134,73,29,1,31,91,103,67,3,160,3,3,0,2,2,1,0.26378,0.115318,0.275387,0.41875,0.351119,0.507874,0.366587,0.858993,0.244094,3.11178,0.321875,,-0.933752,93.9015,25.2519,134.252,-0.933752,-2.4,22.521511375904083,-13.07386827468872,3.01256,999,,,,,,,834.6,6.136764705,834.6,6.136764705,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Trent Grisham","NYY",145,531,450,97,56,16,1,24,71,68,72,0,131,5,2,2,7,6,2,0.215556,0.135593,0.246704,0.549618,0.328923,0.415556,0.327649,0.744478,0.2,3.84233,0.245791,,-0.497057,69.0335,6.2918,111.377,-0.497057,2.4,6.623347878456116,4.3510582447052,2.9927,999,,,,,,,607.7,4.191034482,607.7,4.191034482,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Isaac Paredes","HOU",134,539,461,110,68,20,1,21,60,73,62,0,91,13,3,0,12,0,1,0.238612,0.115028,0.168831,0.681319,0.343228,0.422993,0.337058,0.766222,0.184382,1.80247,0.252841,,-1.35356,74.1909,10.5039,117.305,-1.35356,-1.2,9.640182375907898,0.7804526090621948,2.96421,999,,,,,,,638.3,4.763432835,638.3,4.763432835,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Andrés Giménez","TOR",133,520,466,116,83,19,2,12,60,60,30,2,90,17,4,3,9,19,3,0.248927,0.0576923,0.173077,0.333333,0.31528,0.375536,0.303465,0.690817,0.126609,5.78763,0.282609,,1.72643,57.3931,-4.04892,94.193,1.72643,7.1,-1.832538366317749,12.83192253112793,2.95652,999,,,,,,,531.6,3.996992481,531.6,3.996992481,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Alex Bregman","CHC",131,568,491,118,75,24,1,18,71,70,65,2,83,8,4,0,14,2,1,0.240326,0.114437,0.146127,0.783133,0.336268,0.403259,0.324782,0.739526,0.162933,2.91923,0.253807,,-0.973362,72.5214,5.40782,109.863,-0.973362,2.1,5.666550815105438,4.187007665634155,2.94159,999,,,,,,,634.3,4.841984732,634.3,4.841984732,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Kazuma Okamoto","TOR",118,495,434,109,63,23,0,23,58,82,50,6,93,8,3,0,8,1,1,0.251152,0.10101,0.187879,0.537634,0.337374,0.463134,0.342433,0.800507,0.211982,1.69332,0.267913,,-0.96871,70.2948,11.8067,121.037,-0.96871,-1.8,11.304407179355621,0.018783092498779297,2.90161,999,,,,,,,632.4,5.359322033,632.4,5.359322033,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto","sa3063134",672960
"Yainer Diaz","HOU",143,573,541,147,100,25,2,20,64,75,24,1,100,3,5,0,19,1,0,0.271719,0.0418848,0.17452,0.24,0.303665,0.436229,0.317354,0.739894,0.16451,2.78155,0.298122,,-0.631811,69.7042,1.99985,103.732,-0.631811,-3.9,1.8887779116630554,6.626895427703857,2.88904,999,,,,,,,637,4.454545454,637,4.454545454,,,,,,,,,,,,,,,,,,,"Yainer Diaz","23003",673237
"Brice Turang","MIL",152,614,551,142,103,24,2,13,79,67,55,1,126,1,4,3,8,27,6,0.257713,0.0895765,0.205212,0.436508,0.324059,0.37931,0.309265,0.703369,0.121597,5.7425,0.310096,,1.89983,70.6595,-1.88933,98.1963,1.89983,4.7,0.5872683525085449,6.95602560043335,2.86181,999,,,,,,,649.9,4.275657894,649.9,4.275657894,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Rafael Devers","SFG",152,666,572,147,84,32,1,30,91,94,84,11,156,6,4,0,15,2,1,0.256993,0.126126,0.234234,0.538462,0.355856,0.473776,0.353744,0.829632,0.216783,2.72348,0.3,,-1.08559,100.695,22.0017,130.305,-1.08559,0,22.835304379463196,-17.129629135131836,2.8508,999,,,,,,,902.7,5.938815789,902.7,5.938815789,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Josh Naylor","SEA",144,587,529,144,92,31,0,21,67,91,48,6,82,4,6,0,16,18,2,0.272212,0.0817717,0.139693,0.585366,0.333901,0.449905,0.335125,0.783807,0.177694,4.30491,0.284722,,1.86993,79.877,10.5184,121.931,1.86993,1.1,17.04250931739807,-9.684097647666931,2.81994,999,,,,,,,749.3,5.203472222,749.3,5.203472222,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Oneil Cruz","PIT",137,561,493,117,67,23,4,23,73,70,60,4,170,4,4,0,7,31,5,0.237323,0.106952,0.30303,0.352941,0.322638,0.440162,0.328054,0.7628,0.20284,7.02855,0.309211,,3.314,73.118,6.83157,108.429,3.314,-2.2,8.918460130691528,-0.13871264457702637,2.8079,999,,,,,,,704.8,5.144525547,704.8,5.144525547,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Carlos Correa","HOU",127,530,478,123,84,22,1,16,59,58,46,2,112,3,3,0,18,0,0,0.257322,0.0867925,0.211321,0.410714,0.324528,0.40795,0.319014,0.732478,0.150628,1.77439,0.303116,,-0.864819,65.1879,2.5643,104.876,-0.864819,4.9,2.1811463236808777,6.847383975982666,2.79009,999,,,,,,,577.7,4.548818897,577.7,4.548818897,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"JJ Wetherholt","STL",117,523,461,117,86,20,1,10,66,62,50,1,84,10,2,0,7,12,2,0.253796,0.0956023,0.160612,0.595238,0.338432,0.366594,0.314156,0.705027,0.112798,4.88544,0.289973,,0.623723,62.2642,0.467675,102.94,0.623723,1.6,2.446380913257599,7.364991307258606,2.7841,999,,,,,,,549.1,4.693162393,549.1,4.693162393,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","sa3025154",802139
"Bryson Stott","PHI",147,566,505,131,94,22,3,12,68,62,50,1,95,3,6,2,6,23,4,0.259406,0.0883392,0.167845,0.526316,0.326241,0.386139,0.31215,0.71238,0.126733,5.83585,0.294554,,1.99809,66.4613,-0.415944,97.8074,1.99809,5.7,0.5272402763366699,7.779658794403076,2.77654,999,,,,,,,613.8,4.175510204,613.8,4.175510204,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Kyle Schwarber","PHI",150,666,560,125,61,20,1,43,97,109,96,5,194,7,3,0,6,7,2,0.223214,0.144144,0.291291,0.494845,0.342342,0.492857,0.357095,0.835199,0.269643,3.70607,0.251534,,-0.468701,102.506,23.8135,128.596,-0.468701,0,22.103473216295242,-17.129629135131836,2.77593,999,,,,,,,924.6,6.164,924.6,6.164,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Xander Bogaerts","SDP",130,536,479,124,90,23,1,10,60,52,46,2,96,5,6,0,14,15,2,0.258873,0.0858209,0.179104,0.479167,0.326493,0.373695,0.307502,0.700188,0.114823,4.89242,0.300792,,1.26333,60.916,-2.41658,99.9726,1.26333,2.1,1.245921341702342,8.008289337158203,2.77135,999,,,,,,,557.7,4.29,557.7,4.29,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"CJ Abrams","WSN",151,635,579,147,93,30,5,19,90,73,36,2,120,15,4,1,6,31,6,0.253886,0.0566929,0.188976,0.3,0.312303,0.421416,0.317403,0.733719,0.16753,7.34131,0.288288,,2.80546,77.272,2.24183,103.037,2.80546,-6.2,5.090970516204834,0.7995591163635254,2.76419,999,,,,,,,733.4,4.856953642,733.4,4.856953642,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Sean Murphy","ATL",96,367,321,72,40,15,0,17,41,47,35,1,99,9,2,0,10,0,0,0.224299,0.0953678,0.269755,0.353535,0.316076,0.429907,0.324377,0.745983,0.205607,1.18452,0.2657,,-0.547939,46.7375,3.37363,107.323,-0.547939,5.4,2.6373592019081116,12.142357349395752,2.7614,999,,,,,,,417.5,4.348958333,417.5,4.348958333,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Daulton Varsho","TOR",119,453,410,93,49,17,3,24,64,71,34,1,115,4,4,1,4,7,3,0.226829,0.0750552,0.253863,0.295652,0.289823,0.458537,0.319024,0.74836,0.231707,5.57259,0.250909,,-0.396296,55.7207,2.19523,104.911,-0.396296,7.3,2.2257491052150726,8.964462280273438,2.74011,999,,,,,,,521.7,4.384033613,521.7,4.384033613,,,,,,,,,,,,,,,,,,,"Daulton Varsho","19918",662139
"Moisés Ballesteros","CHC",142,586,530,139,100,23,2,14,60,72,47,3,100,4,5,0,15,2,2,0.262264,0.0802048,0.170648,0.47,0.324232,0.392453,0.31225,0.716685,0.130189,2.66033,0.296912,,-1.39608,68.8575,-0.382918,101.279,-1.39608,-3.1,-0.5078580379486084,7.665726184844971,2.72706,999,,,,,,,609.3,4.29084507,609.3,4.29084507,,,,,,,,,,,,,,,,,,,"Moises Ballesteros","28820",694208
"Ezequiel Tovar","COL",133,556,516,139,86,32,4,17,68,65,28,0,136,3,4,5,10,6,4,0.26938,0.0503597,0.244604,0.205882,0.30853,0.445736,0.323866,0.754266,0.176357,4.72052,0.332425,,-1.21047,70.576,4.88032,93.791,-1.21047,7.3,-5.302064657211304,13.42874813079834,2.72406,999,,,,,,,631,4.744360902,631,4.744360902,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Francisco Alvarez","NYM",118,441,392,92,55,15,1,21,53,64,41,1,118,6,2,0,14,1,0,0.234694,0.0929705,0.267574,0.347458,0.315193,0.438776,0.326532,0.753968,0.204082,2.88303,0.278431,,-0.466769,56.9331,4.82557,112.571,-0.466769,-2.3,6.104022115468979,5.801851511001587,2.71927,999,,,,,,,512.7,4.344915254,512.7,4.344915254,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"J.T. Realmuto","PHI",122,492,447,115,74,23,3,15,57,57,33,1,120,9,3,0,9,8,2,0.257271,0.0670732,0.243902,0.275,0.319106,0.422819,0.321863,0.741924,0.165548,5.01325,0.31746,,0.0217728,61.6519,3.51835,104.461,0.0217728,-1.5,2.623136719688773,7.538800239562988,2.71444,999,,,,,,,557.4,4.568852459,557.4,4.568852459,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Max Clark","DET",117,560,490,119,84,17,4,14,77,64,65,0,114,3,2,0,6,10,1,0.242857,0.116071,0.203571,0.570175,0.333929,0.379592,0.31675,0.71352,0.136735,5.81175,0.288462,,0.587028,67.8483,1.67998,102.49,0.587028,2.8,2.2306835055351257,4.8576130867004395,2.69722,999,,,,,,,600.3,5.13076923,600.3,5.13076923,,,,,,,,,,,,,,,,,,,"Max Clark","sa3022683",703601
"Eugenio Suárez",,149,615,542,116,62,24,0,30,71,92,54,1,201,11,8,0,10,3,1,0.214022,0.0878049,0.326829,0.268657,0.294309,0.424354,0.310214,0.718663,0.210332,2.58668,0.269592,,-0.641328,71.2483,-1.41871,104.77,-0.641328,0,2.816167652606964,2.259700059890747,2.685,999,,,,,,,657.1,4.410067114,657.1,4.410067114,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Jeff McNeil","ATH",128,495,438,122,81,27,3,11,56,54,41,2,58,10,4,2,5,4,0,0.278539,0.0828283,0.117172,0.706897,0.350913,0.429224,0.339373,0.780137,0.150685,4.43403,0.297587,,-0.0582177,69.0652,10.5771,115.506,-0.0582177,-1.7,8.988226268440485,0.11878299713134766,2.67487,999,,,,,,,604.6,4.7234375,604.6,4.7234375,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Taylor Ward","BAL",141,592,518,126,72,26,1,27,74,85,63,0,145,5,6,0,10,4,2,0.243243,0.106419,0.244932,0.434483,0.327703,0.453668,0.337589,0.781371,0.210425,3.13748,0.28125,,-0.943269,81.7415,11.7921,118.541,-0.943269,0.3,11.99326103925705,-6.225573241710663,2.67479,999,,,,,,,728.5,5.166666666,728.5,5.166666666,,,,,,,,,,,,,,,,,,,"Taylor Ward","17548",621493
"Sal Stewart","CIN",133,536,486,125,80,26,0,19,72,76,40,0,101,6,4,0,11,10,2,0.257202,0.0746269,0.188433,0.39604,0.31903,0.427984,0.32434,0.747013,0.170782,4.24656,0.286486,,0.349154,68.2434,4.91091,102.888,0.349154,4,2.183991849422455,5.9694297313690186,2.65872,999,,,,,,,619.4,4.657142857,619.4,4.657142857,,,,,,,,,,,,,,,,,,,"Sal Stewart","31505",701398
"Kyle Teel","CHW",124,506,445,110,79,18,1,12,64,55,54,0,128,4,2,1,6,7,2,0.247191,0.106719,0.252964,0.421875,0.332673,0.373034,0.313876,0.705707,0.125843,4.13948,0.319218,,-0.323464,60.1252,0.3374,100.504,-0.323464,-0.8,-0.022715985774993896,8.49600237607956,2.64877,999,,,,,,,523.4,4.220967741,523.4,4.220967741,,,,,,,,,,,,,,,,,,,"Kyle Teel","33549",691019
"Hunter Goodman","COL",134,537,495,130,71,30,3,26,68,83,33,0,138,6,3,0,12,1,1,0.262626,0.0614525,0.256983,0.23913,0.314711,0.492929,0.344668,0.807641,0.230303,3.26561,0.311377,,-0.935701,77.2338,13.7831,108.041,-0.935701,-6.1,4.1820420026779175,3.7655205726623535,2.64106,999,,,,,,,697.6,5.205970149,697.6,5.205970149,,,,,,,,,,,,,,,,,,,"Hunter Goodman","29715",696100
"Kevin McGonigle","DET",91,399,351,89,51,23,2,13,56,57,40,0,51,2,5,1,6,6,4,0.253561,0.100251,0.12782,0.784314,0.329146,0.441595,0.333055,0.770741,0.188034,4.60347,0.260274,,-1.05202,53.624,6.47911,113.722,-1.05202,2.2,5.401207804679871,6.5981481075286865,2.63274,999,,,,,,,473.9,5.207692307,473.9,5.207692307,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","sa3022895",805808
"Brenton Doyle","COL",135,524,484,121,79,22,3,17,64,63,32,0,139,2,4,2,11,18,3,0.25,0.0610687,0.265267,0.230216,0.296935,0.413223,0.306923,0.710158,0.163223,6.14091,0.313253,,1.62546,59.3056,-2.60901,82.1841,1.62546,15.8,-9.43910300731659,17.725338220596313,2.63146,999,,,,,,,562.1,4.163703703,562.1,4.163703703,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"Brett Baty","NYM",128,471,426,107,71,16,1,19,59,61,39,0,115,4,2,0,8,5,1,0.251174,0.0828025,0.244161,0.33913,0.318471,0.42723,0.324488,0.745701,0.176056,3.87683,0.29932,,-0.162108,60.0243,4.372,111.171,-0.162108,1.9,6.073835596442223,3.630599617958069,2.59615,999,,,,,,,539.6,4.215625,539.6,4.215625,,,,,,,,,,,,,,,,,,,"Brett Baty","26123",683146
"Matt McLain","CIN",137,569,502,119,77,23,2,17,73,64,55,0,158,7,3,2,8,18,3,0.237052,0.0966608,0.27768,0.348101,0.319224,0.39243,0.313284,0.711654,0.155378,5.79984,0.309091,,1.45382,67.3375,0.105797,95.3147,1.45382,5.9,-1.705846905708313,7.990682125091553,2.57987,999,,,,,,,614.1,4.482481751,614.1,4.482481751,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Matt Wallner","MIN",128,506,436,104,54,25,2,23,63,69,54,1,155,14,2,0,5,4,2,0.238532,0.106719,0.306324,0.348387,0.339921,0.463303,0.347996,0.803224,0.224771,3.81157,0.311538,,-0.817837,74.1423,14.3545,123.507,-0.817837,0.1,13.20142412185669,-5.477601431310177,2.57209,999,,,,,,,652.5,5.09765625,652.5,5.09765625,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Matt Shaw","CHC",136,530,470,115,74,21,4,16,69,65,49,0,105,6,4,1,6,19,6,0.244681,0.0924528,0.198113,0.466667,0.321361,0.408511,0.318982,0.729872,0.16383,6.19471,0.280453,,0.49128,65.1739,2.55027,105.89,0.49128,1.3,4.191214144229889,3.2473838329315186,2.56516,999,,,,,,,592.4,4.355882352,592.4,4.355882352,,,,,,,,,,,,,,,,,,,"Matt Shaw","33322",807713
"Carson Williams","TBR",135,554,498,110,68,17,4,21,74,72,47,0,189,5,2,2,9,16,7,0.220884,0.0848375,0.341155,0.248677,0.293478,0.39759,0.301668,0.691069,0.176707,6.34317,0.306897,,-0.458822,60.3377,-5.1217,91.4696,-0.458822,5.5,-6.028763175010681,11.606701850891113,2.52157,999,,,,,,,554.3,4.105925925,554.3,4.105925925,,,,,,,,,,,,,,,,,,,"Carson Williams","30038",700246
"Sal Frelick","MIL",137,572,517,140,104,23,4,9,72,60,43,1,77,7,3,2,7,17,5,0.270793,0.0751748,0.134615,0.558442,0.333333,0.382979,0.31518,0.716312,0.112186,5.73272,0.301843,,0.342357,68.573,0.986764,102.248,0.342357,9.9,1.866431713104248,3.5948848724365234,2.50583,999,,,,,,,609.4,4.448175182,609.4,4.448175182,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Lawrence Butler","ATH",147,589,532,132,81,28,2,21,80,79,52,0,151,1,3,1,10,18,5,0.24812,0.0882852,0.256367,0.344371,0.314626,0.426692,0.321705,0.741318,0.178571,5.37828,0.305785,,0.667789,73.7314,4.13654,103.335,0.667789,7.7,2.9829503297805786,1.2074952125549316,2.50286,999,,,,,,,676.4,4.601360544,676.4,4.601360544,,,,,,,,,,,,,,,,,,,"Lawrence Butler","22542",671732
"Xavier Edwards","MIA",130,566,508,140,112,20,4,4,67,48,48,1,77,2,3,5,6,25,6,0.275591,0.0848057,0.136042,0.623377,0.338681,0.354331,0.307678,0.693012,0.0787402,6.03745,0.316279,,1.48003,64.4065,-2.47077,95.0137,1.48003,5.4,-1.8648844957351685,7.479659080505371,2.5011,999,,,,,,,575.1,4.423846153,575.1,4.423846153,,,,,,,,,,,,,,,,,,,"Xavier Edwards","22266",669364
"Ernie Clement","TOR",143,502,469,126,90,24,2,10,64,56,21,1,49,3,4,5,10,6,3,0.268657,0.0418327,0.0976096,0.428571,0.301811,0.392324,0.300407,0.694135,0.123667,4.46949,0.280193,,-0.774541,54.1602,-5.15499,92.0867,-0.774541,10.7,-5.4565441608428955,12.544503092765808,2.49294,999,,,,,,,486.6,3.402797202,486.6,3.402797202,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Jonathan Aranda","TBR",113,449,394,108,74,18,0,16,60,62,43,2,110,8,4,0,8,1,1,0.274112,0.0957684,0.244989,0.390909,0.35412,0.441624,0.345773,0.795745,0.167513,2.12052,0.338235,,-1.02152,64.9798,11.927,121.851,-1.02152,6.5,10.542205095291138,-1.748824119567871,2.4808,999,,,,,,,565.5,5.004424778,565.5,5.004424778,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Michael Stefanic","ATH",111,440,382,106,85,16,1,4,44,45,44,0,48,10,3,1,12,4,3,0.277487,0.1,0.109091,0.916667,0.364465,0.356021,0.324414,0.720486,0.078534,2.97422,0.306306,,-1.34618,56.0473,4.05787,105.201,-1.34618,6,1.3510630130767822,7.616696119308472,2.46694,999,,,,,,,462.5,4.166666666,462.5,4.166666666,,,,,,,,,,,,,,,,,,,"Michael Stefanic","25353",683021
"Spencer Torkelson","DET",152,645,565,137,74,31,1,31,85,96,68,3,165,7,5,0,12,2,0,0.242478,0.105426,0.255814,0.412121,0.328682,0.465487,0.340894,0.794169,0.223009,2.98129,0.283422,,-0.563844,90.7905,14.5788,119.122,-0.563844,-0.3,13.97314190864563,-12.149647533893585,2.45789,999,,,,,,,818,5.381578947,818,5.381578947,,,,,,,,,,,,,,,,,,,"Spencer Torkelson","27465",679529
"Jackson Holliday","BAL",151,644,572,141,92,27,3,19,86,69,65,1,142,5,2,0,5,16,9,0.246504,0.100932,0.220497,0.457746,0.32764,0.403846,0.320862,0.731486,0.157343,4.99517,0.2954,,-1.54853,80.1753,4.08171,107.018,-1.54853,-4.3,3.7780860662460327,-1.9337451457977295,2.4565,999,,,,,,,706.8,4.680794701,706.8,4.680794701,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Jahmai Jones","DET",119,373,319,80,46,19,4,11,54,51,41,1,86,10,1,2,5,7,3,0.250784,0.10992,0.230563,0.476744,0.3531,0.438871,0.34597,0.791971,0.188088,6.1175,0.309417,,-0.462313,54.0407,9.96792,122.619,-0.462313,5.8,9.481413841247559,1.6884479522705078,2.45631,999,,,,,,,468.2,3.934453781,468.2,3.934453781,,,,,,,,,,,,,,,,,,,"Jahmai Jones","18872",663330
"Alec Bohm","PHI",134,560,511,144,100,27,2,15,64,72,37,2,86,5,7,0,18,3,1,0.2818,0.0660714,0.153571,0.430233,0.332143,0.430528,0.329007,0.762671,0.148728,3.3333,0.309353,,-0.733752,73.421,7.25267,109.355,-0.733752,-2.3,5.4752002358436584,-0.2423868179321289,2.4416,999,,,,,,,655,4.888059701,655,4.888059701,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
"Wilyer Abreu","BOS",122,458,404,99,58,22,1,18,61,64,49,3,113,2,3,0,7,7,3,0.24505,0.106987,0.246725,0.433628,0.327511,0.438119,0.330181,0.76563,0.193069,4.0615,0.293478,,-0.528329,60.4847,6.36842,107.797,-0.528329,9.3,3.680679738521576,4.251499176025391,2.42438,999,,,,,,,547,4.483606557,547,4.483606557,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"Leody Taveras","BAL",143,539,493,126,87,22,3,14,67,57,38,0,108,1,4,3,5,23,5,0.255578,0.0705009,0.200371,0.351852,0.307836,0.397566,0.307066,0.705402,0.141988,6.27054,0.298667,,1.7206,61.066,-2.62096,97.5144,1.7206,3,0.14156889915466309,4.980452656745911,2.4221,999,,,,,,,571.8,3.998601398,571.8,3.998601398,,,,,,,,,,,,,,,,,,,"Leody Taveras","18900",665750
"Jazz Chisholm Jr.","NYY",134,540,476,112,69,16,2,25,71,83,55,2,140,5,3,1,4,29,7,0.235294,0.101852,0.259259,0.392857,0.319109,0.434874,0.326408,0.753983,0.19958,6.07104,0.27707,,2.09497,69.6594,5.85428,110.522,2.09497,-5.7,8.791896104812622,-3.715872883796692,2.42091,999,,,,,,,659.5,4.921641791,659.5,4.921641791,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Caleb Durbin","MIL",124,501,441,110,73,25,2,10,65,57,35,0,55,18,3,4,9,20,6,0.249433,0.0698603,0.10978,0.636364,0.327968,0.38322,0.314808,0.711188,0.133787,5.95715,0.263852,,0.711085,59.9102,0.713164,101.994,0.711085,3.2,1.8948652148246765,5.0408289432525635,2.41499,999,,,,,,,533.1,4.299193548,533.1,4.299193548,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Jace Jung","DET",130,546,474,107,64,24,1,18,65,69,66,1,140,3,3,0,9,3,2,0.225738,0.120879,0.25641,0.471429,0.322344,0.394515,0.315397,0.716859,0.168776,2.99037,0.278997,,-1.09046,65.5524,1.03825,101.558,-1.09046,2.8,-0.087615966796875,4.806172847747803,2.40547,999,,,,,,,576.8,4.436923076,576.8,4.436923076,,,,,,,,,,,,,,,,,,,"Jace Jung","31437",690291
"J.P. Crawford","SEA",142,594,513,121,85,24,1,11,64,55,69,1,112,5,3,4,8,5,1,0.235867,0.116162,0.188552,0.616071,0.330508,0.350877,0.305058,0.681386,0.11501,3.51249,0.279898,,-0.452582,66.329,-3.85666,101.218,-0.452582,-4.1,0.4004555940628052,2.4476189613342285,2.38312,999,,,,,,,572,4.028169014,572,4.028169014,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
