Rank,Name,Value,Age,Positions,Team,Level
1802,"Austin Hendrick",10,24.6,"OF","CIN","AA"
1803,"Jackson Baumeister",10,23.6,"SP","TB","AA"
1804,"William Bergolla",10,21.3,"SS","CWS","AA"
1805,"Cade Doughty",10,24.9,"2B, 3B, SS","TOR","AA"
1806,"Will Dion",10,25.8,"SP, RP","CLE","AAA"
1807,"Homer Bush Jr.",10,24.3,"OF","TB","AA"
1808,"Keiner Delgado",10,22.1,"2B, 3B","PIT","A+"
1809,"Humberto Cruz",10,19.1,"SP","SD","A"
1810,"Steven Okert",10,34.6,"RP","HOU","MLB"
1811,"Hunter Bigge",10,27.6,"RP","TB","MLB"
1812,"Leonardo Pineda",10,18.8,"OF","TB","ROK"
1813,"Cooper Bowman",10,26,"2B, OF","ATH","AAA"
1814,"MJ Melendez",10,27.2,"OF","FA","MLB"
1815,"Doug Nikhazy",10,26.5,"SP, RP","CLE","MLB"
1816,"Cole Phillips",10,22.7,"SP","MIL","AAA"
1817,"Haydn McGeary",10,26.3,"1B","CHC","AA"
1818,"Landon Sims",10,25.1,"RP","AZ","AA"
1819,"Dameury Pena",10,20.4,"2B","MIN","A"
1820,"Ramon Ramirez",10,20.6,"C","KC","A"
1821,"Dakota Jordan",10,22.7,"OF","SF","A"
1822,"JT Brubaker",10,32.2,"RP","SF","MLB"
1823,"Greg Jones",10,27.9,"OF","FA","MLB"
1824,"Jack Neely",10,25.7,"RP","CHC","AAA"
