Name,Age,Level,Team,Avg Rank,DIGS,FScore,PG+,PL,STS
Tucker Barnhart,34,MLB,FA,2988,,,,,2988
Geovanny Vasquez,21,CPX,CHC,2989,,,,,2989
Luciano Romero,20,CPX,LAD,2990,,,,,2990
Jesus Oliveira,20,CPX,KCR,2991,,,,,2991
Joel Canizalez,22,A,TBR,2992,,,,,2992
Luis Tejeda,20,CPX,COL,2994,,,,,2994
Darian Rivero,19,CPX,CHC,2996,,,,,2996
Ayendy Pena,21,CPX,CIN,2997,,,,,2997
Alexis De La Cruz,20,CPX,PHI,2999,,,,,2999
Jhon Rosario,20,CPX,CHC,3000,,,,,3000
Darlin Mendez,20,CPX,SDP,3002,,,,,3002
Christian Oliveira,19,CPX,LAD,3003,,,,,3003
Jorge Mateo,30,MLB,ATL,3004,,,,,3004
Juan Henriquez,19,CPX,BOS,3007,,,,,3007
Xiomer Guacache,21,CPX,DET,3009,,,,,3009
Jonah Bride,29,MLB,MIN,3010,,,,,3010
Luke Williams,28,MLB,ATL,3011,,,,,3011
Eddy Alvarez,35,MLB,ATL,3012,,,,,3012
Jharold Clemente,22,CPX,TBR,3013,,,,,3013
Jeiki Beltran,21,CPX,ATL,3015,,,,,3015
Josnier Parra,23,CPX,OAK,3016,,,,,3016
Langston Burkett,20,CPX,SDP,3017,,,,,3017
Kevin Newman,31,MLB,FA,3019,,,,,3019
Roiber Talavera,21,CPX,SEA,3020,,,,,3020
Edinson Salgado,20,CPX,KCR,3022,,,,,3022
Alec Burleson,26,MLB,STL,3023,,,,,3023
Eliazar De Los Santos,22,CPX,OAK,3024,,,,,3024
Yoandys Veraza,18,CPX,BOS,3025,,,,,3025
Ezequiel Jimenez,22,CPX,CLE,3026,,,,,3026
Adrian Acosta,20,CPX,LAA,3028,,,,,3028
Roberto Burgos,21,CPX,SDP,3029,,,,,3029
Luke Maile,34,MLB,KCR,3030,,,,,3030
Luis Torrens,29,MLB,NYM,3031,,,,,3031
Willi Castro,28,MLB,CHC,3032,,,,,3032
Yeferson Silva,20,CPX,OAK,3033,,,,,3033
Yoel Correa,23,CPX,ATL,3034,,,,,3034
César Salazar,29,MLB,HOU,3035,,,,,3035
Tim Fischer,20,CPX,LAD,3036,,,,,3036
Garrett Hampson,30,MLB,FA,3037,,,,,3037
Jake Bauers,29,MLB,MIL,3038,,,,,3038
Baldemix Cabrera,22,CPX,TBR,3039,,,,,3039
Jacob Amaya,26,MLB,BAL,3040,,,,,3040
Jose Pinto,22,CPX,OAK,3041,,,,,3041
Jommy Hernandez,19,CPX,CHW,3042,,,,,3042
Robert Puason,22,CPX,OAK,3043,,,,,3043
Marco Patino,20,CPX,ATL,3044,,,,,3044
Luis Guillorme,30,MLB,FA,3045,,,,,3045
Elvis Reyes,22,CPX,SDP,3046,,,,,3046
Willie MacIver,28,MLB,ATH,3047,,,,,3047
Weston Wilson,30,MLB,PHI,3048,,,,,3048
Kyle Farmer,34,MLB,COL,3049,,,,,3049
Ricardo Montero,21,CPX,LAD,3050,,,,,3050
Wilme Mora,22,CPX,CHC,3051,,,,,3051
Donovan Walton,31,MLB,PHI,3052,,,,,3052
Tyler Heineman,34,MLB,TOR,3053,,,,,3053
Noslen Marquez,20,CPX,ATL,3054,,,,,3054
Ezequiel Duran,26,MLB,TEX,3055,,,,,3055
Miguel Rojas,36,MLB,LAD,3056,,,,,3056
Jose Herrera,28,MLB,TEX,3057,,,,,3057
Matt Mervis,27,MLB,MIA,3058,,,,,3058
Miguel Cruz,21,CPX,CHC,3059,,,,,3059
Jon Berti,35,MLB,FA,3060,,,,,3060
Austin Nola,35,MLB,FA,3061,,,,,3061
Garrett Stubbs,31,MLB,PHI,3062,,,,,3062
Jose Trevino,32,MLB,CIN,3064,,,,,3064
Will Wilson,26,MLB,CLE,3065,,,,,3065
Travis Jankowski,34,MLB,FA,3066,,,,,3066
Vinny Capra,28,MLB,CHW,3067,,,,,3067
Leo Rivas,27,MLB,SEA,3068,,,,,3068
Javier Sanoja,22,MLB,MIA,3069,,,,,3069
Luis Vázquez,25,MLB,BAL,3070,,,,,3070
Logan Porter,29,MLB,FA,3071,,,,,3071
